states,districts,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta_population,delta21_14_confirmed,delta21_14_deceased,delta21_14_recovered,delta21_14_tested,delta21_14_vaccinated1,delta21_14_vaccinated2,delta21_14_population,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,delta7_population,meta_confirmed,meta_deceased,meta_recovered,meta_tested,meta_vaccinated1,meta_vaccinated2,meta_population,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2,total_population
KA,Raichur,0,0,1,0,151,433,0,7,0,0,0,0,0,7,1,0,4,0,19900,34897,1,0,0,0,6/28/2020,0,0,1924773,39973,331,39641,21011,1021603,448501,8
KA,Uttara Kannada,6,0,4,0,11,155,6,65,0,0,0,0,0,65,66,0,48,0,3955,32067,66,0,0,0,6/28/2020,0,0,1353299,56218,766,55339,13833,980496,505589,137
KA,Vijayapura,0,0,0,0,340,583,0,11,0,0,0,0,0,11,2,0,2,0,59571,50033,2,0,0,0,6/28/2020,0,0,2175102,36267,495,35764,25108,1535235,634270,13
KA,Shivamogga,3,0,0,0,417,957,3,38,0,0,0,0,0,38,30,0,66,0,23220,47086,30,0,0,0,8/21/2020,0,0,1755512,69444,1088,68239,48760,1162073,535447,71
KA,Bagalkote,0,0,0,0,823,98,0,1,0,0,0,0,0,1,0,0,0,0,57683,22844,0,0,0,0,8/23/2020,0,0,1890826,35178,333,34843,49851,1188016,613422,1
KA,Bidar,0,0,0,0,408,740,0,7,0,0,0,0,0,7,0,0,5,0,13739,30558,0,0,0,0,8/29/2020,0,0,1700018,24340,400,23936,67689,929776,515993,7
KA,Mysuru,33,2,34,0,798,1258,33,252,0,0,0,0,0,252,234,7,247,0,46664,111457,234,0,0,0,8/31/2020,0,0,2994744,179167,2416,176447,107338,2141764,1239770,519
KA,Udupi,2,0,6,0,16,137,2,91,0,0,0,0,0,91,49,0,75,0,2422,27889,49,0,0,0,9/13/2020,0,0,1177908,76718,489,76181,86092,919074,529427,142
KA,Dakshina Kannada,24,0,20,0,139,858,24,232,0,0,0,0,0,232,192,9,193,0,5124,38765,192,0,0,0,9/17/2020,0,0,2083625,115478,1680,113515,131281,1531107,848253,448
KA,Tumakuru,17,0,12,0,1842,3742,17,103,0,0,0,0,0,103,136,1,112,0,31038,66650,136,0,0,0,9/24/2020,0,0,2681449,120836,1127,119420,106564,1672730,881580,256
KA,Dharwad,0,1,3,0,459,323,0,15,0,0,0,0,0,15,4,3,10,0,24515,35313,4,0,0,0,10/13/2020,0,0,1846993,60970,1315,59639,137696,1212295,561504,19
KA,Kolar,2,0,5,0,748,1088,2,38,0,0,0,0,0,38,18,3,31,0,13745,34211,18,0,0,0,10/14/2020,0,0,1540231,46916,638,46266,91924,991957,625918,58
KA,Ramanagara,0,0,0,0,11,61,0,12,0,0,0,0,0,12,8,2,10,0,6303,28767,8,0,0,0,11/25/2020,0,0,1082739,24204,320,23869,103399,754463,469335,20
KA,Ballari,0,0,2,0,2415,483,0,9,0,0,0,0,0,9,9,0,14,0,54006,84805,9,0,0,0,12/28/2020,0,0,2532383,97763,1689,95961,402407,1758198,864065,18
KA,Belagavi,6,0,1,0,427,825,6,31,0,0,0,0,0,31,20,1,21,0,39701,98350,20,0,0,0,2/1/2021,0,0,4778439,79900,938,78879,396565,3165252,1386668,57
KA,Kalaburagi,3,0,0,0,1631,1001,3,2,0,0,0,0,0,2,9,0,5,0,35135,44220,9,0,0,0,1/30/2021,0,0,2564892,61926,819,61087,409596,1323039,641641,14
KA,Bengaluru Rural,3,0,3,0,118,994,3,40,0,0,0,0,0,40,23,2,27,0,5196,22700,23,0,0,0,1/31/2021,0,0,987257,62005,890,61073,240277,700825,385704,66
KA,Bengaluru Urban,137,7,204,0,2109,11462,137,1105,0,0,0,0,0,1105,1165,37,1093,0,48836,247281,1165,0,0,0,1/31/2021,0,0,9588910,1251872,16281,1229059,6883888,9219875,5903791,2407
KA,Kodagu,11,0,7,0,26,202,11,79,0,0,0,0,0,79,112,0,67,0,1558,12680,112,0,0,0,1/31/2021,0,0,554762,37095,329,36616,143982,385482,212033,202
KA,Yadgir,0,0,0,0,108,62,0,1,0,0,0,0,0,1,0,0,2,0,18060,15460,0,0,0,0,1/31/2021,0,0,1172985,27545,207,27337,221485,708887,348094,1
KL,Palakkad,339,16,423,0,37,397,339,3177,0,0,0,0,0,3177,2560,175,2544,0,8712,57261,2560,0,0,0,10/19/2020,0,0,2810892,373839,2881,364351,226562,1989222,950909,6076
KL,Thiruvananthapuram,878,1,754,0,418,2986,878,7626,0,0,0,0,0,7626,7056,118,4851,0,9284,89297,7056,0,0,0,10/23/2020,0,0,3307284,463977,4996,448304,436661,2578575,1562343,15560
KL,Malappuram,334,48,560,0,152,523,334,3497,0,0,0,0,0,3497,2634,108,2929,0,20840,52896,2634,0,0,0,12/30/2020,0,0,4110956,567584,2576,562111,469850,2833303,1103557,6465
KL,Idukki,550,1,195,0,26,208,550,3256,0,0,0,0,0,3256,2876,71,1866,0,2211,27218,2876,0,0,0,1/1/2021,0,0,1107453,147118,519,140292,237691,859116,481911,6682
KL,Kannur,304,0,451,0,38,325,304,3456,0,0,0,0,0,3456,2611,301,3143,0,7636,71089,2611,0,0,0,1/1/2021,0,0,2525637,275264,2325,269475,392136,1891004,959656,6371
KL,Kozhikode,742,23,760,0,55,449,742,5631,0,0,0,0,0,5631,5386,513,5059,0,11449,57479,5386,0,0,0,1/1/2021,0,0,3089543,527346,3374,519030,955060,2341296,1154561,11759
KL,Pathanamthitta,447,2,406,0,149,1275,447,2683,0,0,0,0,0,2683,2953,122,2635,0,2637,29343,2953,0,0,0,1/1/2021,0,0,1195537,193406,1076,184979,306034,1048352,677224,6083
KL,Thrissur,753,59,38,0,107,977,753,6874,0,0,0,0,0,6874,5751,388,3647,0,8853,87643,5751,0,0,0,1/1/2021,0,0,3110327,523260,3575,515481,639055,2295947,1305873,13378
KL,Wayanad,269,0,329,0,12,243,269,1767,0,0,0,0,0,1767,1823,30,1691,0,2223,32359,1823,0,0,0,1/1/2021,0,0,816558,125732,518,121295,211953,659451,436359,3859
KL,Alappuzha,270,1,455,0,65,502,270,3016,0,0,0,0,0,3016,2035,228,2526,0,5337,51712,2035,0,0,0,1/1/2021,0,0,2121943,316160,1862,313515,0,1518055,855411,5321
KL,Ernakulam,1046,11,918,0,573,1977,1046,8747,0,0,0,0,0,8747,7647,742,8539,0,13018,91762,7647,0,0,0,1/1/2021,0,0,3279860,602800,3555,583842,0,2953482,1759232,17440
KL,Kasaragod,137,0,147,0,389,1861,137,1156,0,0,0,0,0,1156,1054,31,1082,0,4942,24290,1054,0,0,0,1/1/2021,0,0,1302600,138815,617,134824,0,910194,521754,2347
KL,Kollam,592,0,848,0,13,215,592,3991,0,0,0,0,0,3991,4753,161,6283,0,7368,62100,4753,0,0,0,1/1/2021,0,0,2629703,390872,2451,383923,0,1951077,1047951,9336
KL,Kottayam,506,5,155,0,11,125,506,4644,0,0,0,0,0,4644,4187,101,1611,0,5298,58083,4187,0,0,0,1/1/2021,0,0,1979384,322484,1356,315759,0,1477425,841596,9337
LA,Kargil,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,205,748,4,0,0,0,1/14/2021,0,0,143000,3619,58,3556,37471,87221,64300,4
LA,Leh,11,0,9,0,0,0,11,26,0,0,0,0,0,26,54,0,28,0,320,785,54,0,0,0,1/14/2021,0,0,147000,17343,150,17131,72597,121577,87980,91
LD,Lakshadweep,0,0,0,31,0,4,0,0,0,0,0,0,0,0,0,0,0,1625,69,796,0,0,0,0,10/31/2021,0,0,64473,10365,51,10270,263541,55129,45951,0
MH,Aurangabad,27,0,0,0,759,246,27,140,0,0,0,0,0,140,156,1,157,0,46323,34109,156,0,0,0,5/30/2020,0,0,3695928,155331,4251,150615,11800,1772420,723304,323
MH,Ahmednagar,138,2,11,0,535,661,138,2120,0,0,0,0,0,2120,866,26,728,0,44180,28319,866,0,0,0,7/19/2020,0,0,4543083,339457,7043,330122,11077,2468837,881402,3124
MH,Gadchiroli,0,0,0,0,424,255,0,4,0,0,0,0,0,4,2,0,5,0,14790,10994,2,0,0,0,7/23/2020,0,0,1071795,30440,669,29735,11993,540319,231208,6
MH,Hingoli,0,0,0,0,459,166,0,7,0,0,0,0,0,7,0,0,3,0,42054,16145,0,0,0,0,3/8/2020,0,0,1178973,18475,506,17949,6797,537442,201000,7
MH,Beed,12,0,7,0,411,473,12,123,0,0,0,0,0,123,69,5,35,0,34333,24584,69,0,0,0,11/10/2020,0,0,2585962,103749,2806,100803,111488,1145382,485615,204
MH,Bhandara,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,1,0,5080,16415,0,0,0,0,11/10/2020,0,0,1198810,60080,1123,58945,54195,825867,421585,0
MH,Dhule,0,0,0,0,121,230,0,4,0,0,0,0,0,4,5,0,4,0,23261,19364,5,0,0,0,11/10/2020,0,0,2048781,46172,654,45501,90092,1007007,476051,9
MH,Nagpur,4,0,5,0,3039,3360,4,20,0,0,0,0,0,20,35,0,43,0,58567,71818,35,0,0,0,10/18/2020,0,0,4653171,493607,9128,484334,382083,3006439,1460890,59
MH,Wardha,2,0,2,0,18,65,2,4,0,0,0,0,0,4,5,0,4,0,16481,14040,5,0,0,0,10/31/2020,0,0,1296157,57344,1217,55956,52365,755863,314899,11
MH,Nanded,2,0,3,0,8820,2618,2,15,0,0,0,0,0,15,28,0,22,0,144423,41697,28,0,0,0,3/11/2020,0,0,3356566,90409,2658,87721,117319,1560558,560812,45
MH,Thane,153,6,525,0,3664,5578,153,1629,0,0,0,0,0,1629,1241,44,3002,0,108643,120708,1241,0,0,0,4/11/2020,0,0,11060148,610128,11462,597141,1229625,5484839,2751182,3023
MH,Nandurbar,0,0,0,0,738,178,0,0,0,0,0,0,0,0,2,0,1,0,19572,12517,2,0,0,0,12/12/2020,0,0,1646177,40006,948,39054,37740,723850,342054,2
MH,Osmanabad,16,0,3,0,5549,1039,16,197,0,0,0,0,0,197,89,1,154,0,44954,11658,89,0,0,0,7/1/2021,0,0,1660311,67828,1963,65577,109450,803192,308210,302
MH,Pune,245,0,300,0,2900,4885,245,2964,0,0,0,0,0,2964,1536,20,5294,0,85256,136336,1536,0,0,0,12/1/2021,0,0,9426959,1154776,19594,1131401,97127,7843130,4264808,4745
MH,Raigad,26,0,34,0,326,1214,26,594,0,0,0,0,0,594,267,10,359,0,21737,31684,267,0,0,0,1/28/2021,0,0,2635394,195958,4551,190759,304088,1859507,774913,887
MH,Gondia,0,0,0,0,32,45,0,0,0,0,0,0,0,0,2,0,3,0,8593,23092,2,0,0,0,1/29/2021,0,0,1322331,40519,569,39941,130146,888961,469980,2
MH,Mumbai,308,3,429,0,2725,2540,308,3019,0,0,0,0,0,3019,2242,34,2604,0,98915,219736,2242,0,0,0,1/29/2021,0,0,12442373,756749,16247,733318,2789713,9115615,5564204,5569
MH,Yavatmal,2,0,1,0,2588,697,2,2,0,0,0,0,0,2,6,0,7,0,56233,26091,6,0,0,0,1/29/2021,0,0,2775457,75967,1798,74159,141551,1211321,496306,10
MH,Buldhana,3,0,1,0,402,153,3,15,0,0,0,0,0,15,16,1,16,0,34272,24089,16,0,0,0,1/30/2021,0,0,2588039,85520,797,84710,115874,1136679,512944,34
MH,Chandrapur,2,0,0,0,54,24,2,14,0,0,0,0,0,14,7,0,0,0,22248,18994,7,0,0,0,1/30/2021,0,0,2194262,88968,1560,87387,199809,1335017,458690,23
MH,Jalgaon,0,0,2,0,6,19,0,11,0,0,0,0,0,11,4,0,11,0,37870,21599,4,0,0,0,1/30/2021,0,0,4224442,139934,2714,137178,429198,2085101,699544,15
MH,Jalna,0,0,0,0,121,16,0,44,0,0,0,0,0,44,15,0,47,0,112537,35713,15,0,0,0,1/30/2021,0,0,1958483,60615,1209,59382,117047,1081253,413822,59
MH,Nashik,60,3,32,0,2116,473,60,585,0,0,0,0,0,585,456,12,519,0,143768,58112,456,0,0,0,1/30/2021,0,0,6109052,410681,8679,401418,498397,3471046,1299122,1101
MH,Palghar,28,0,6,0,863,1749,28,310,0,0,0,0,0,310,204,0,326,0,32112,39231,204,0,0,0,1/30/2021,0,0,2990116,138013,3282,134309,319724,1869199,678741,542
MH,Parbhani,0,0,1,0,4016,1361,0,12,0,0,0,0,0,12,13,1,9,0,44477,20480,13,0,0,0,1/30/2021,0,0,1835982,52362,1233,51078,110937,905874,378183,25
MH,Satara,35,1,4,0,225,298,35,508,0,0,0,0,0,508,157,17,501,0,16690,30950,157,0,0,0,1/30/2021,0,0,3003922,250414,6428,243482,312742,1963730,865197,700
MH,Solapur,51,4,7,0,5956,1381,51,519,0,0,0,0,0,519,253,11,370,0,77398,34204,253,0,0,0,1/30/2021,0,0,4315527,210466,5551,204364,629266,2242339,690069,823
MH,Akola,0,0,1,0,576,200,0,7,0,0,0,0,0,7,3,0,7,0,26579,10081,3,0,0,0,2/2/2021,0,0,1818617,58764,1425,57318,0,760099,357931,10
MH,Amravati,1,0,0,0,112,66,1,2,0,0,0,0,0,2,3,0,0,0,29961,21747,3,0,0,0,2/5/2021,0,0,2887826,96231,1594,94618,0,1241168,548807,6
MH,Kolhapur,12,0,5,0,152,337,12,74,0,0,0,0,0,74,55,2,115,0,19104,23088,55,0,0,0,2/8/2021,0,0,3874015,206671,5847,200699,0,2536731,1043329,141
MH,Latur,5,1,0,0,4676,1424,5,47,0,0,0,0,0,47,39,3,0,0,82644,33519,39,0,0,0,2/11/2021,0,0,2455543,92133,2437,89608,0,1182476,507616,91
MH,Ratnagiri,8,0,14,0,83,224,8,192,0,0,0,0,0,192,91,4,160,0,10880,7924,91,0,0,0,2/17/2021,0,0,1612672,78950,2478,76292,0,920151,388703,291
MH,Sangli,19,0,0,0,128,120,19,380,0,0,0,0,0,380,155,4,375,0,11974,19041,155,0,0,0,2/20/2021,0,0,2820575,209771,5613,203673,0,1810980,802877,554
MH,Sindhudurg,12,0,6,0,-1,1,12,258,0,0,0,0,0,258,91,4,259,0,3915,5195,91,0,0,0,2/23/2021,0,0,848868,52783,1434,50987,0,524896,279051,361
MH,Washim,1,0,0,0,1016,516,1,5,0,0,0,0,0,5,4,0,5,0,30932,19238,4,0,0,0,2/26/2021,0,0,1196714,41663,637,41020,0,579042,321710,10
ML,East Garo Hills,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,0,2,0,482,1424,5,0,0,0,12/31/2020,0,0,317618,1867,13,1844,0,47655,20648,6
ML,East Jaintia Hills,0,0,0,0,0,0,0,8,0,0,0,0,0,8,2,0,3,0,483,2964,2,0,0,0,1/3/2021,0,0,122436,2430,31,2395,0,64432,33259,10
ML,East Khasi Hills,14,1,18,0,0,17,14,348,0,0,0,0,0,348,171,2,286,0,1847,10698,171,0,0,0,1/6/2021,0,0,824059,41025,987,39754,0,318381,225526,533
ML,North Garo Hills,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,2,0,596,3614,3,0,0,0,1/9/2021,0,0,118325,1685,8,1674,0,62675,28288,5
ML,Ribhoi,1,0,3,0,15,65,1,20,0,0,0,0,0,20,14,0,23,0,884,3492,14,0,0,0,1/12/2021,0,0,258380,9697,89,9584,0,92049,48460,35
ML,South Garo Hills,0,0,0,0,13,67,0,1,0,0,0,0,0,1,0,0,1,0,329,1346,0,0,0,0,1/15/2021,0,0,142574,1216,12,1203,0,40103,18937,1
ML,South West Garo Hills,0,0,1,0,0,0,0,2,0,0,0,0,0,2,3,0,3,0,924,4509,3,0,0,0,1/18/2021,0,0,172495,1872,17,1852,0,73397,39210,5
ML,South West Khasi Hills,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,0,1,0,61,552,6,0,0,0,1/21/2021,0,0,110152,2548,17,2525,0,33372,17117,11
ML,West Garo Hills,3,0,1,0,7,32,3,13,0,0,0,0,0,13,8,0,11,0,1409,8093,8,0,0,0,1/24/2021,0,0,642923,9027,72,8943,0,209662,119725,24
ML,West Jaintia Hills,1,0,0,0,0,0,1,13,0,0,0,0,0,13,11,2,31,0,411,3480,11,0,0,0,1/27/2021,0,0,270352,6803,133,6642,0,84529,47646,25
ML,West Khasi Hills,2,0,27,0,1,20,2,118,0,0,0,0,0,118,33,0,97,0,443,1763,33,0,0,0,1/30/2021,0,0,385601,5457,71,5330,0,77018,43000,153
MN,Churachandpur,0,0,0,0,27,370,0,0,0,0,0,0,0,0,0,0,0,0,345,3560,0,0,0,0,9/23/2020,0,0,271274,0,0,0,13542,104247,62208,0
MN,Bishnupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,8679,0,0,0,0,9/28/2020,0,0,240363,0,0,0,0,128902,64791,0
MN,Chandel,0,0,0,0,5,134,0,0,0,0,0,0,0,0,0,0,0,0,98,1337,0,0,0,0,10/3/2020,0,0,144028,0,0,0,0,26634,15197,0
MN,Imphal East,0,0,0,0,183,1268,0,0,0,0,0,0,0,0,0,0,0,0,2402,19169,0,0,0,0,10/8/2020,0,0,452661,0,0,0,0,251626,148953,0
MN,Imphal West,0,0,0,0,74,841,0,0,0,0,0,0,0,0,0,0,0,0,1861,17353,0,0,0,0,10/13/2020,0,0,514683,0,0,0,0,308782,199404,0
MN,Jiribam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1927,0,0,0,0,10/18/2020,0,0,43818,0,0,0,0,27911,17262,0
MN,Kakching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,2450,0,0,0,0,10/23/2020,0,0,135481,0,0,0,0,84702,49653,0
MN,Kamjong,0,0,0,0,75,371,0,0,0,0,0,0,0,0,0,0,0,0,129,736,0,0,0,0,10/28/2020,0,0,45616,0,0,0,0,10502,5370,0
MN,Kangpokpi,0,0,0,0,73,26,0,0,0,0,0,0,0,0,0,0,0,0,291,1472,0,0,0,0,11/2/2020,0,0,0,0,0,0,0,39027,19015,0
MN,Noney,0,0,0,0,29,388,0,0,0,0,0,0,0,0,0,0,0,0,98,1211,0,0,0,0,11/7/2020,0,0,0,0,0,0,0,16798,9819,0
MN,Pherzawl,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,55,711,0,0,0,0,11/12/2020,0,0,47250,0,0,0,0,12417,9888,0
MN,Senapati,0,0,0,0,105,291,0,0,0,0,0,0,0,0,0,0,0,0,425,1940,0,0,0,0,11/17/2020,0,0,354772,0,0,0,0,28247,18288,0
MN,Tamenglong,0,0,0,0,53,76,0,0,0,0,0,0,0,0,0,0,0,0,174,1204,0,0,0,0,11/22/2020,0,0,140143,0,0,0,0,19931,10361,0
MN,Tengnoupal,0,0,0,0,14,183,0,0,0,0,0,0,0,0,0,0,0,0,93,1176,0,0,0,0,11/27/2020,0,0,0,0,0,0,0,26209,12163,0
MN,Thoubal,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,378,6574,0,0,0,0,12/2/2020,0,0,420517,0,0,0,0,141308,62279,0
MN,Ukhrul,0,0,0,0,66,258,0,0,0,0,0,0,0,0,0,0,0,0,362,1775,0,0,0,0,12/7/2020,0,0,183115,0,0,0,0,22193,14759,0
MN,Unknown,63,1,62,0,0,0,63,734,0,0,0,0,0,734,439,10,652,0,0,0,439,0,0,0,12/12/2020,0,0,0,123731,1921,121102,0,0,0,1236
MP,Dindori,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,1342,21481,0,0,0,0,8/7/2020,0,0,704218,4623,29,4588,3557,481366,186341,0
MP,Sidhi,0,0,0,0,58,512,0,0,0,0,0,0,0,0,0,0,0,0,1867,19145,0,0,0,0,7/26/2020,0,0,1126515,9219,87,9132,4660,679862,226632,0
MP,Burhanpur,0,0,0,0,49,138,0,0,0,0,0,0,0,0,0,0,0,0,762,6561,0,0,0,0,8/18/2020,0,0,756993,2568,39,2529,13040,493618,220909,0
MP,Rewa,0,0,0,0,85,1574,0,0,0,0,0,0,0,0,0,0,0,0,6664,104963,0,0,0,0,8/18/2020,0,0,2363744,16433,155,16270,22690,1639826,674779,0
MP,Balaghat,2,0,0,0,25,342,2,0,0,0,0,0,0,0,2,0,0,0,15838,71692,2,0,0,0,8/19/2020,0,0,1701156,9100,64,9017,9654,1278183,549643,4
MP,Khandwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,13668,0,0,0,0,8/24/2020,0,0,1309443,4044,94,3946,17090,862885,310248,0
MP,Anuppur,0,0,0,0,73,1328,0,0,0,0,0,0,0,0,0,0,0,0,995,18360,0,0,0,0,9/19/2020,0,0,749521,9238,89,9140,3424,481238,164712,0
MP,Bhopal,2,0,0,0,66,646,2,27,0,0,0,0,0,27,38,0,0,0,4130,38750,38,0,0,0,9/19/2020,0,0,2368145,123552,972,122121,245166,2012966,1168682,67
MP,Damoh,0,0,0,0,39,982,0,0,0,0,0,0,0,0,0,0,0,0,4298,52314,0,0,0,0,9/19/2020,0,0,1263703,8120,186,7841,16564,844557,326505,0
MP,Khargone,0,0,0,0,922,5304,0,0,0,0,0,0,0,0,0,0,0,0,3049,32932,0,0,0,0,9/19/2020,0,0,1872413,13970,239,13716,38413,1147444,411114,0
MP,Sagar,2,0,0,0,23,343,2,6,0,0,0,0,0,6,2,0,0,0,6321,60800,2,0,0,0,9/19/2020,0,0,2378295,16622,390,16154,64801,1563245,760746,10
MP,Satna,0,0,0,0,37,303,0,0,0,0,0,0,0,0,0,0,0,0,3426,40519,0,0,0,0,9/19/2020,0,0,2228619,11965,133,11829,28159,1532585,481540,0
MP,Seoni,0,0,0,0,15,402,0,0,0,0,0,0,0,0,0,0,0,0,2162,38081,0,0,0,0,9/19/2020,0,0,1378876,6775,28,6739,15024,945564,341871,0
MP,Shahdol,0,0,0,0,20,426,0,0,0,0,0,0,0,0,0,0,0,0,857,22928,0,0,0,0,9/19/2020,0,0,1064989,10085,118,9958,18177,723227,337272,0
MP,Ujjain,0,0,0,0,27,1323,0,1,0,0,0,0,0,1,1,0,0,0,4210,65566,1,0,0,0,9/19/2020,0,0,1986864,18903,172,18720,31631,1452247,836514,2
MP,Bhind,0,0,0,0,29,1176,0,1,0,0,0,0,0,1,0,0,0,0,1525,30042,0,0,0,0,11/16/2020,0,0,1703562,2995,32,2960,44395,1034374,351065,1
MP,Barwani,0,0,0,0,76,542,0,0,0,0,0,0,0,0,0,0,0,0,1615,16619,0,0,0,0,11/19/2020,0,0,1385659,8366,90,8267,41588,788872,225336,0
MP,Shivpuri,0,0,0,0,883,13988,0,0,0,0,0,0,0,0,0,0,0,0,3082,38901,0,0,0,0,11/19/2020,0,0,1725818,12398,125,12261,47270,1109976,391707,0
MP,Umaria,0,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,0,955,28084,0,0,0,0,11/19/2020,0,0,643579,6294,63,6224,54811,455492,196492,0
MP,Niwari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/29/2020,0,0,0,3715,48,3654,22574,0,0,0
MP,Raisen,0,0,0,0,39,222,0,0,0,0,0,0,0,0,0,0,0,0,1644,22044,0,0,0,0,11/29/2020,0,0,1331699,9238,194,9030,44343,885585,333022,0
MP,Ratlam,0,0,0,0,14,251,0,0,0,0,0,0,0,0,0,0,0,0,1894,51080,0,0,0,0,11/29/2020,0,0,1454483,17860,385,17438,51736,1026416,457972,0
MP,Sehore,0,0,0,0,5,256,0,0,0,0,0,0,0,0,0,0,0,0,2325,32101,0,0,0,0,11/29/2020,0,0,1311008,10136,73,10057,45061,909045,396375,0
MP,Sheopur,0,0,0,0,236,1788,0,0,0,0,0,0,0,0,0,0,0,0,1338,16952,0,0,0,0,11/29/2020,0,0,687952,4000,78,3919,31449,413195,140296,0
MP,Tikamgarh,0,0,0,0,60,297,0,0,0,0,0,0,0,0,0,0,0,0,3331,24497,0,0,0,0,11/29/2020,0,0,1444920,6863,114,6742,43011,919592,293885,0
MP,Dhar,1,0,0,0,39,306,1,6,0,0,0,0,0,6,7,0,0,0,5034,83699,7,0,0,0,2/12/2020,0,0,2184672,12572,130,12388,62597,1371226,536214,14
MP,Harda,0,0,0,0,14,210,0,0,0,0,0,0,0,0,0,0,0,0,1075,24810,0,0,0,0,2/12/2020,0,0,570302,5055,96,4954,36708,394641,159293,0
MP,Datia,0,0,0,0,521,10316,0,0,0,0,0,0,0,0,0,0,0,0,1963,45226,0,0,0,0,4/12/2020,0,0,786375,6959,78,6874,40322,560238,296233,0
MP,Guna,0,0,0,0,630,5023,0,0,0,0,0,0,0,0,0,0,0,0,3347,32837,0,0,0,0,4/12/2020,0,0,1240938,5132,44,5085,40229,821399,284155,0
MP,Gwalior,0,0,0,0,531,1715,0,0,0,0,0,0,0,0,2,0,0,0,8800,41193,2,0,0,0,4/12/2020,0,0,2030543,53106,633,52427,206696,1452149,730150,2
MP,Hoshangabad,0,0,0,0,10,206,0,0,0,0,0,0,0,0,0,0,0,0,1498,39507,0,0,0,0,4/12/2020,0,0,1240975,10688,99,10570,46294,865566,369945,0
MP,Jhabua,0,0,0,0,50,222,0,1,0,0,0,0,0,1,1,0,0,0,3578,21040,1,0,0,0,4/12/2020,0,0,1024091,7691,64,7619,52146,607542,185320,2
MP,Mandsaur,0,0,0,0,4,130,0,0,0,0,0,0,0,0,0,0,0,0,2058,37337,0,0,0,0,4/12/2020,0,0,1339832,8637,84,8552,52733,948065,330902,0
MP,Neemuch,0,0,0,0,16,359,0,0,0,0,0,0,0,0,0,0,0,0,970,17955,0,0,0,0,4/12/2020,0,0,825958,7926,84,7828,57292,579489,229183,0
MP,Rajgarh,1,0,0,0,10,144,1,7,0,0,0,0,0,7,1,0,0,0,2483,41531,1,0,0,0,4/12/2020,0,0,1546541,8729,172,8490,46604,1025584,450099,9
MP,Vidisha,0,0,0,0,11,253,0,1,0,0,0,0,0,1,0,0,0,0,1222,26130,0,0,0,0,4/12/2020,0,0,1458212,11922,237,11677,65935,975291,349024,1
MP,Chhatarpur,0,0,0,0,56,1310,0,1,0,0,0,0,0,1,0,0,0,0,3103,27937,0,0,0,0,9/12/2020,0,0,1762857,7609,91,7506,50518,1093616,336309,1
MP,Katni,0,0,0,0,57,879,0,0,0,0,0,0,0,0,0,0,0,0,2926,42360,0,0,0,0,12/18/2020,0,0,1291684,9366,120,9242,56828,865274,306259,0
MP,Narsinghpur,0,0,0,0,10,224,0,1,0,0,0,0,0,1,5,0,0,0,1266,34365,5,0,0,0,1/30/2021,0,0,1092141,11209,81,11115,90600,803225,318284,6
MP,Ashoknagar,0,0,0,0,10,131,0,0,0,0,0,0,0,0,0,0,0,0,1258,17334,0,0,0,0,1/31/2021,0,0,844979,3670,57,3613,55792,550087,186066,0
MP,Betul,0,0,0,0,22,547,0,1,0,0,0,0,0,1,1,0,0,0,2361,31953,1,0,0,0,1/31/2021,0,0,1575247,12905,277,12590,68036,1042931,343674,2
MP,Chhindwara,0,0,0,0,18,261,0,0,0,0,0,0,0,0,2,0,0,0,4654,93453,2,0,0,0,1/31/2021,0,0,2090306,6734,120,6612,79090,1624355,591843,2
MP,Dewas,0,0,0,0,11,386,0,0,0,0,0,0,0,0,0,0,0,0,1804,22992,0,0,0,0,1/31/2021,0,0,1563107,7723,51,7672,96155,1005266,477219,0
MP,Indore,8,0,0,0,76,894,8,8,0,0,0,0,0,8,39,0,0,0,4233,45203,39,0,0,0,1/31/2021,0,0,3272335,153230,1391,151410,780266,2951024,1728945,55
MP,Jabalpur,0,0,0,0,726,19681,0,2,0,0,0,0,0,2,3,0,0,0,5968,156306,3,0,0,0,1/2/2021,0,0,2460714,50779,670,49896,293923,1957070,1099359,5
