states,districts,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta_population,delta21_14_confirmed,delta21_14_deceased,delta21_14_recovered,delta21_14_tested,delta21_14_vaccinated1,delta21_14_vaccinated2,delta21_14_population,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,delta7_population,meta_confirmed,meta_deceased,meta_recovered,meta_tested,meta_vaccinated1,meta_vaccinated2,meta_population,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2,total_population
TG,Nalgonda,0,0,0,0,859,448,0,0,0,0,0,0,0,0,0,0,0,0,105864,33747,0,0,0,0,2/7/2021,0,0,1631399,0,0,0,0,891308,254218,0
TG,Narayanpet,0,0,0,0,585,48,0,0,0,0,0,0,0,0,0,0,0,0,14266,3428,0,0,0,0,2/15/2021,0,0,566874,0,0,0,0,288388,50219,0
TG,Nirmal,0,0,0,0,744,255,0,0,0,0,0,0,0,0,0,0,0,0,16044,8396,0,0,0,0,2/23/2021,0,0,709415,0,0,0,0,378315,130107,0
TG,Nizamabad,0,0,0,0,276,42,0,0,0,0,0,0,0,0,0,0,0,0,67852,21328,0,0,0,0,3/3/2021,0,0,1534428,0,0,0,0,858574,250862,0
TG,Peddapalli,0,0,0,0,79,40,0,0,0,0,0,0,0,0,0,0,0,0,18954,19908,0,0,0,0,3/11/2021,0,0,795332,0,0,0,0,463510,201940,0
TG,Rajanna Sircilla,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,7398,17056,0,0,0,0,3/19/2021,0,0,546121,0,0,0,0,372065,144680,0
TG,Ranga Reddy,0,0,0,0,217,1168,0,0,0,0,0,0,0,0,0,0,0,0,76853,93482,0,0,0,0,3/27/2021,0,0,2551731,0,0,0,0,2348542,1291404,0
TG,Sangareddy,0,0,0,0,7628,3083,0,0,0,0,0,0,0,0,0,0,0,0,77693,32539,0,0,0,0,4/4/2021,0,0,1527628,0,0,0,0,851395,299316,0
TG,Siddipet,0,0,0,0,197,187,0,0,0,0,0,0,0,0,0,0,0,0,35164,25015,0,0,0,0,4/12/2021,0,0,993376,0,0,0,0,582450,242462,0
TG,Suryapet,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,38975,24793,0,0,0,0,4/20/2021,0,0,1099560,0,0,0,0,610724,208278,0
TG,Vikarabad,0,0,0,0,111,12,0,0,0,0,0,0,0,0,0,0,0,0,20014,5848,0,0,0,0,4/28/2021,0,0,881250,0,0,0,0,427669,87989,0
TG,Wanaparthy,0,0,0,0,243,119,0,0,0,0,0,0,0,0,0,0,0,0,13905,10313,0,0,0,0,5/6/2021,0,0,751553,0,0,0,0,289412,81870,0
TG,Warangal Rural,0,0,0,0,2416,1350,0,0,0,0,0,0,0,0,0,0,0,0,25045,13208,0,0,0,0,5/14/2021,0,0,716457,0,0,0,0,342881,105289,0
TG,Warangal Urban,0,0,0,0,42,101,0,0,0,0,0,0,0,0,0,0,0,0,21854,63907,0,0,0,0,5/22/2021,0,0,1135707,0,0,0,0,687410,418947,0
TG,Yadadri Bhuvanagiri,0,0,0,0,4429,739,0,0,0,0,0,0,0,0,0,0,0,0,38752,28567,0,0,0,0,5/30/2021,0,0,726465,0,0,0,0,463854,223506,0
TN,Ariyalur,5,0,3,0,1127,3941,5,51,0,0,0,0,0,51,35,1,44,0,19203,29689,35,0,0,0,7/23/2020,0,0,752481,16854,261,16548,18285,475390,157166,91
TN,Chengalpattu,83,2,93,0,3145,3415,83,658,0,0,0,0,0,658,627,5,706,0,26704,39438,627,0,0,0,7/23/2020,0,0,2556244,171777,2506,168327,51771,1337641,604784,1368
TN,Coimbatore,120,1,126,0,770,2853,120,965,0,0,0,0,0,965,869,15,988,0,20971,79387,869,0,0,0,7/23/2020,0,0,3472578,246780,2416,243070,102107,2717202,1205484,1954
TN,Cuddalore,16,0,18,0,9299,22186,16,141,0,0,0,0,0,141,129,0,132,0,51773,101735,129,0,0,0,7/23/2020,0,0,2600880,64085,867,62997,36434,1529591,646400,286
TN,Dindigul,9,0,7,0,321,1040,9,64,0,0,0,0,0,64,58,1,51,0,19630,57260,58,0,0,0,7/23/2020,0,0,2161367,33099,645,32348,27800,1236504,493453,131
TN,Erode,68,2,94,0,244,899,68,549,0,0,0,0,0,549,477,4,573,0,16741,46724,477,0,0,0,7/23/2020,0,0,2259608,104303,686,102836,66240,1370925,552624,1094
TN,Kallakurichi,14,0,23,0,4089,7322,14,112,0,0,0,0,0,112,66,0,118,0,22603,52087,66,0,0,0,7/23/2020,0,0,1370281,31364,210,31056,28314,696213,299822,192
TN,Kancheepuram,30,0,37,0,679,1040,30,237,0,0,0,0,0,237,225,2,259,0,13961,24360,225,0,0,0,7/23/2020,0,0,1166401,74970,1258,73386,37505,663206,250181,492
TN,Kanyakumari,17,0,12,0,431,1276,17,132,0,0,0,0,0,132,120,0,102,0,17732,51185,120,0,0,0,7/23/2020,0,0,1863178,62362,1048,61112,79600,1100888,450620,269
TN,Karur,20,0,16,0,74,834,20,80,0,0,0,0,0,80,136,1,90,0,5882,32339,136,0,0,0,7/23/2020,0,0,1076588,24091,356,23523,17190,626136,289120,236
TN,Krishnagiri,16,0,19,0,404,1731,16,141,0,0,0,0,0,141,134,1,160,0,15883,37027,134,0,0,0,7/23/2020,0,0,1883731,43570,348,43036,14284,1040491,407695,291
TN,Madurai,13,0,17,0,1060,2012,13,132,0,0,0,0,0,132,99,3,122,0,26340,42498,99,0,0,0,7/23/2020,0,0,3991038,75215,1172,73853,97279,1500331,583138,244
TN,Nagapattinam,16,1,20,0,273,953,16,145,0,0,0,0,0,145,97,10,121,0,8662,23176,97,0,0,0,7/23/2020,0,0,1614069,21074,346,20561,20984,813495,289588,258
TN,Namakkal,43,0,51,0,168,442,43,376,0,0,0,0,0,376,315,2,397,0,12694,28265,315,0,0,0,7/23/2020,0,0,1721179,52245,498,51253,24758,987830,397079,734
TN,Nilgiris,20,2,25,0,71,1092,20,197,0,0,0,0,0,197,124,3,220,0,1613,31952,124,0,0,0,7/23/2020,0,0,735071,33566,212,33164,45839,501986,343811,341
TN,Perambalur,2,0,5,0,383,2161,2,24,0,0,0,0,0,24,26,0,27,0,4307,17440,26,0,0,0,7/23/2020,0,0,564511,12067,243,11790,7981,326872,136491,52
TN,Pudukkottai,12,0,8,0,554,2862,12,95,0,0,0,0,0,95,75,2,68,0,10691,34202,75,0,0,0,7/23/2020,0,0,1918725,30183,416,29627,20835,827320,314780,182
TN,Ramanathapuram,3,0,6,0,852,2329,3,59,0,0,0,0,0,59,25,0,55,0,9961,32447,25,0,0,0,7/23/2020,0,0,1337560,20564,357,20158,23389,660673,280037,87
TN,Ranipet,14,0,14,0,506,485,14,85,0,0,0,0,0,85,69,2,73,0,10793,13744,69,0,0,0,7/23/2020,0,0,1210277,43436,775,42557,20118,557267,174051,168
TN,Salem,62,1,67,0,396,2125,62,395,0,0,0,0,0,395,427,3,442,0,25814,66134,427,0,0,0,7/23/2020,0,0,3480008,99893,1685,97619,79660,1925084,791376,884
TN,Sivaganga,13,0,9,0,195,564,13,75,0,0,0,0,0,75,82,0,78,0,10170,31816,82,0,0,0,7/23/2020,0,0,1341250,20195,206,19854,25824,726010,287468,170
TN,Tenkasi,4,0,4,0,291,446,4,13,0,0,0,0,0,13,25,0,14,0,16935,21454,25,0,0,0,7/23/2020,0,0,1407627,27357,484,26834,26338,736882,233177,42
TN,Thanjavur,37,0,59,0,12155,2378,37,426,0,0,0,0,0,426,310,6,428,0,49025,31228,310,0,0,0,7/23/2020,0,0,2402781,75352,972,73874,67445,1224986,486660,773
TN,Theni,1,1,5,0,379,1536,1,30,0,0,0,0,0,30,15,1,23,0,11199,33309,15,0,0,0,7/23/2020,0,0,1243684,43571,521,43018,45839,660187,304832,46
TN,Thiruvallur,28,0,55,0,2328,4382,28,421,0,0,0,0,0,421,252,3,396,0,25332,47695,252,0,0,0,7/23/2020,0,0,3725697,119370,1842,117138,67948,1425728,563426,701
TN,Thiruvarur,23,2,22,0,291,624,23,242,0,0,0,0,0,242,170,5,253,0,13453,29614,170,0,0,0,7/23/2020,0,0,1268094,41461,442,40760,67445,630274,246969,435
TN,Thoothukkudi,11,1,9,0,11497,1612,11,105,0,0,0,0,0,105,85,1,90,0,46323,22453,85,0,0,0,7/23/2020,0,0,1738376,56304,409,55757,49288,984706,328797,201
TN,Tirunelveli,11,1,13,0,940,627,11,115,0,0,0,0,0,115,93,1,125,0,22582,19904,93,0,0,0,7/23/2020,0,0,1665253,49374,432,48812,54208,815687,275985,219
TN,Tirupathur,10,0,8,0,311,525,10,61,0,0,0,0,0,61,50,0,66,0,11111,24743,50,0,0,0,7/23/2020,0,0,1111812,29301,625,28600,23998,541496,205219,121
TN,Tiruppur,69,1,53,0,133,443,69,556,0,0,0,0,0,556,504,5,537,0,20414,50762,504,0,0,0,7/23/2020,0,0,2471222,95405,979,93683,36301,1671392,611015,1129
TN,Tiruvannamalai,18,0,28,0,4455,10228,18,142,0,0,0,0,0,142,120,0,158,0,31415,73235,120,0,0,0,7/23/2020,0,0,2468965,54968,667,54122,76170,1270049,533376,280
TN,Vellore,12,0,15,0,953,1825,12,119,0,0,0,0,0,119,117,1,139,0,18978,31716,117,0,0,0,7/23/2020,0,0,1614242,49864,1131,48564,47936,763735,336366,248
TN,Viluppuram,10,0,11,0,12953,11812,10,84,0,0,0,0,0,84,79,1,83,0,53748,67153,79,0,0,0,7/23/2020,0,0,2093003,45857,356,45382,52064,1085842,444502,173
TN,Virudhunagar,5,0,8,0,1007,3437,5,45,0,0,0,0,0,45,38,0,45,0,16628,50467,38,0,0,0,7/23/2020,0,0,1943309,46294,548,45687,28620,1072788,505098,88
TN,Tiruchirappalli,37,0,49,0,2445,892,37,331,0,0,0,0,0,331,302,5,334,0,32150,48874,302,0,0,0,7/8/2020,0,0,2713858,77534,1059,76038,92586,1468456,636356,670
TN,Dharmapuri,16,0,21,0,811,1674,16,177,0,0,0,0,0,177,110,1,161,0,13388,27153,110,0,0,0,12/22/2020,0,0,1502900,28425,274,27957,163803,770955,279901,303
TN,Chennai,118,4,143,0,4126,8535,118,1162,0,0,0,0,0,1162,880,12,1093,0,52515,124932,880,0,0,0,1/2/2021,0,0,7100000,554672,8546,544701,2667777,4532809,2671294,2160
TN,Mayiladuthurai,3,0,10,0,0,0,3,82,0,0,0,0,0,82,41,0,80,0,0,0,41,0,0,0,1/2/2021,0,0,901000,23280,316,22878,0,0,0,126
TN,Railway Quarantine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/2/2021,0,0,0,428,0,428,0,0,0,0
TR,Dhalai,0,0,0,0,5,531,0,0,0,0,0,0,0,0,1,0,2,0,264,11234,1,0,0,0,2/2/2021,0,0,377988,7037,35,7000,61582,258334,164654,1
TR,Gomati,0,0,0,0,0,1,0,3,0,0,0,0,0,3,8,0,3,0,319,9611,8,0,0,0,2/2/2021,0,0,436868,8134,74,8043,47437,279099,161408,11
TR,Khowai,2,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,0,373,5866,3,0,0,0,2/2/2021,0,0,327391,4559,54,4500,24046,202148,111955,6
TR,North Tripura,2,0,0,0,0,0,2,8,0,0,0,0,0,8,4,0,8,0,352,4099,4,0,0,0,2/2/2021,0,0,415946,7250,34,7199,100931,283802,190594,14
TR,Sipahijala,0,0,0,0,0,9,0,2,0,0,0,0,0,2,8,0,4,0,451,10397,8,0,0,0,2/2/2021,0,0,484233,6360,75,6273,53067,330932,211903,10
TR,South Tripura,1,0,0,0,0,1,1,1,0,0,0,0,0,1,4,0,1,0,267,5639,4,0,0,0,2/2/2021,0,0,433737,10168,53,10104,83030,303987,209259,6
TR,Unokoti,1,0,0,0,0,5,1,1,0,0,0,0,0,1,4,0,3,0,762,10307,4,0,0,0,2/2/2021,0,0,277335,8609,68,8530,34930,173390,101178,6
TR,West Tripura,6,0,2,0,5,13,6,33,0,0,0,0,0,33,55,0,41,0,1366,17141,55,0,0,0,2/2/2021,0,0,917534,32351,420,31817,202939,676784,470030,94
UP,Lalitpur,0,0,0,0,4,8,0,0,0,0,0,0,0,0,1,0,0,0,8010,13539,1,0,0,0,7/8/2020,0,0,1218002,12742,128,12613,21781,627553,143519,1
UP,Jhansi,1,0,0,0,14,14,1,0,0,0,0,0,0,0,1,0,0,0,10719,25914,1,0,0,0,11/26/2020,0,0,2000755,36556,663,35892,312540,1132511,379818,2
UP,Bulandshahr,0,0,0,0,2,46,0,0,0,0,0,0,0,0,0,1,0,0,18195,42644,0,0,0,0,7/12/2020,0,0,3498507,20215,243,19972,269090,1647985,646236,0
UP,Lucknow,0,0,0,0,10826,11083,0,15,0,0,0,0,0,15,10,0,10,0,69404,107763,10,0,0,0,12/13/2020,0,0,4588455,238839,2651,236165,1237583,3106658,1488333,25
UP,Azamgarh,0,0,0,0,1764,3111,0,0,0,0,0,0,0,0,2,0,0,0,41754,63205,2,0,0,0,12/27/2020,0,0,4616509,17906,228,17675,12474,2165409,643824,2
UP,Hapur,0,0,0,0,127,307,0,0,0,0,0,0,0,0,0,0,2,0,15823,21964,0,0,0,0,3/1/2021,0,0,1338211,12638,217,12421,299725,658863,254519,0
UP,Auraiya,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6878,16443,0,0,0,0,10/1/2021,0,0,1372287,10090,203,9887,107079,614711,180775,1
UP,Banda,0,0,0,0,486,432,0,0,0,0,0,0,0,0,1,0,0,0,38560,36938,1,0,0,0,10/1/2021,0,0,1799541,10992,158,10832,303185,795903,236840,1
UP,Chitrakoot,0,0,0,0,329,536,0,0,0,0,0,0,0,0,0,0,0,0,13007,16383,0,0,0,0,10/1/2021,0,0,990626,7110,79,7031,234060,447303,129157,0
UP,Etawah,0,0,0,0,873,984,0,0,0,0,0,0,0,0,0,0,0,0,52312,35349,0,0,0,0,10/1/2021,0,0,1579160,13933,293,13640,297761,708258,253661,0
UP,Farrukhabad,0,0,0,0,81,439,0,0,0,0,0,0,0,0,1,0,0,0,15703,28433,1,0,0,0,10/1/2021,0,0,1887577,10348,194,10153,231856,833824,229745,1
UP,Fatehpur,0,0,0,0,53,168,0,0,0,0,0,0,0,0,1,0,0,0,13675,42615,1,0,0,0,10/1/2021,0,0,2632684,6814,139,6674,82928,1246314,410120,1
UP,Hamirpur,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11985,14350,0,0,0,0,10/1/2021,0,0,1104021,5232,102,5130,240382,561456,185949,0
UP,Jalaun,0,0,0,0,18,30,0,2,0,0,0,0,0,2,3,0,0,0,14119,21614,3,0,0,0,10/1/2021,0,0,1670718,11687,202,11482,221719,819651,251406,5
UP,Kannauj,0,0,0,0,82,431,0,2,0,0,0,0,0,2,0,0,0,0,24440,44639,0,0,0,0,10/1/2021,0,0,1658005,9231,114,9115,124019,755119,257048,2
UP,Kanpur Dehat,0,0,0,0,47,85,0,0,0,0,0,0,0,0,0,0,0,0,27985,38783,0,0,0,0,10/1/2021,0,0,1795092,6197,110,6087,344697,923661,290898,0
UP,Kanpur Nagar,0,0,0,0,38,96,0,0,0,0,0,0,0,0,3,0,1,0,64788,66517,3,0,0,0,10/1/2021,0,0,4572951,82933,1905,81024,685820,2251558,859280,3
UP,Mahoba,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,4765,8960,0,0,0,0,10/1/2021,0,0,876055,4268,86,4182,142992,444352,148388,0
UP,Unnao,0,0,0,0,201,948,0,0,0,0,0,0,0,0,0,0,0,0,26506,41790,0,0,0,0,10/1/2021,0,0,3110595,15011,254,14757,298886,1554190,420513,0
UP,Amroha,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,16080,23048,0,0,0,0,1/13/2021,0,0,1838771,16616,203,16412,254038,871164,265607,0
UP,Bareilly,0,0,0,0,6458,255,0,5,0,0,0,0,0,5,1,0,1,0,68245,64148,1,0,0,0,1/13/2021,0,0,4465344,44028,377,43650,465209,2221830,749751,6
UP,Moradabad,0,0,1,0,3951,2357,0,0,0,0,0,0,0,0,0,0,1,0,52013,39070,0,0,0,0,1/13/2021,0,0,4773138,39102,349,38752,400459,1390249,443211,0
UP,Pilibhit,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,9611,17989,0,0,0,0,1/13/2021,0,0,2037225,11032,193,10838,291538,978332,256931,1
UP,Sambhal,0,0,0,0,1708,411,0,0,0,0,0,0,0,0,0,0,0,0,27630,23914,0,0,0,0,1/13/2021,0,0,2217020,9438,106,9331,309333,893786,204352,0
UP,Shahjahanpur,0,0,0,0,3563,969,0,0,0,0,0,0,0,0,0,0,0,0,185421,79519,0,0,0,0,1/13/2021,0,0,3002376,20361,444,19916,437195,1743273,538827,0
UP,Kaushambi,0,0,0,0,94,35,0,0,0,0,0,0,0,0,1,0,0,0,38263,28403,1,0,0,0,1/14/2021,0,0,1596909,4424,70,4353,207064,760960,218775,1
UP,Pratapgarh,0,0,0,0,1796,1482,0,1,0,0,0,0,0,1,0,0,0,0,40603,47832,0,0,0,0,1/14/2021,0,0,3173752,16038,163,15875,100500,1480021,456869,1
UP,Prayagraj,0,0,1,0,17,48,0,2,0,0,0,0,0,2,1,0,6,0,75719,79660,1,0,0,0,1/14/2021,0,0,5959798,78699,1088,77609,729300,2731341,862244,3
UP,Rampur,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,23526,28753,2,0,0,0,1/16/2021,0,0,2335398,11826,148,11676,274288,989666,250420,2
UP,Jaunpur,0,0,0,0,209,3689,0,0,0,0,0,0,0,0,0,0,2,0,41689,67101,0,0,0,0,1/20/2021,0,0,4476072,22584,235,22349,322824,2189622,667013,0
UP,Budaun,0,0,0,0,581,417,0,0,0,0,0,0,0,0,0,0,0,0,53729,43678,0,0,0,0,1/23/2021,0,0,3712738,14941,98,14843,224207,1408673,364360,0
UP,Gautam Buddha Nagar,1,0,2,0,100,816,1,11,0,0,0,0,0,11,6,0,13,0,22023,43162,6,0,0,0,1/24/2021,0,0,1674714,63353,467,62876,675396,1799728,974353,18
UP,Ghaziabad,1,0,0,0,3698,4330,1,4,0,0,0,0,0,4,3,0,2,0,47837,71692,3,0,0,0,1/24/2021,0,0,4661452,55673,461,55207,712611,2247039,1071908,8
UP,Muzaffarnagar,0,0,0,0,979,707,0,1,0,0,0,0,0,1,1,0,0,0,15476,38924,1,0,0,0,1/25/2021,0,0,4138605,31009,269,30737,161704,1264005,467387,2
UP,Sitapur,0,0,0,0,81,197,0,0,0,0,0,0,0,0,0,0,0,0,33825,52112,0,0,0,0,1/28/2021,0,0,4474446,12398,185,12211,289473,2139996,497241,0
UP,Mathura,0,0,0,0,63,164,0,0,0,0,0,0,0,0,1,0,1,0,10807,23027,1,0,0,0,1/29/2021,0,0,2541894,20297,402,19893,198379,1207578,418117,1
UP,Barabanki,0,0,0,0,11,44,0,0,0,0,0,0,0,0,1,0,0,0,51121,59870,1,0,0,0,1/30/2021,0,0,3257983,19850,225,19624,147422,1589704,448292,1
UP,Bijnor,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,27491,53680,0,0,0,0,1/30/2021,0,0,3683896,14794,126,14668,312985,1756682,600482,0
UP,Hardoi,0,0,0,0,221,594,0,0,0,0,0,0,0,0,0,0,0,0,29546,66612,0,0,0,0,1/30/2021,0,0,4091380,13755,349,13406,224784,1852490,537647,0
UP,Kushinagar,0,0,0,0,211,585,0,0,0,0,0,0,0,0,0,0,0,0,16785,46465,0,0,0,0,1/30/2021,0,0,3560830,15617,228,15389,314772,1632782,458054,0
UP,Lakhimpur Kheri,0,0,0,0,1183,1370,0,0,0,0,0,0,0,0,1,0,0,0,46453,51586,1,0,0,0,1/30/2021,0,0,4013634,24410,292,24117,368533,1829019,382178,1
UP,Rae Bareli,0,0,0,0,576,429,0,1,0,0,0,0,0,1,0,0,0,0,33906,46996,0,0,0,0,1/30/2021,0,0,3404004,17104,343,16761,387408,1436175,344694,1
UP,Saharanpur,0,0,0,0,6,17,0,1,0,0,0,0,0,1,0,0,0,0,19216,33326,0,0,0,0,1/30/2021,0,0,3464228,32730,420,32309,266387,1638111,576986,1
UP,Agra,0,0,0,0,178,265,0,3,0,0,0,0,0,3,0,0,2,0,23657,42953,0,0,0,0,1/31/2021,0,0,4380793,25765,457,25308,491361,2172907,746386,3
UP,Aligarh,0,0,0,0,9,25,0,2,0,0,0,0,0,2,0,0,0,0,34650,57576,0,0,0,0,1/31/2021,0,0,3673849,21280,108,21172,482825,1589498,498586,2
UP,Ambedkar Nagar,0,0,0,0,138,145,0,0,0,0,0,0,0,0,1,0,0,0,21528,32042,1,0,0,0,1/31/2021,0,0,2398709,5040,152,4885,123151,1135268,349925,1
UP,Amethi,0,0,0,0,165,11,0,7,0,0,0,0,0,7,0,0,2,0,19777,37617,0,0,0,0,1/31/2021,0,0,2549935,9972,143,9828,267014,1015454,375261,7
UP,Ayodhya,0,0,0,0,217,452,0,0,0,0,0,0,0,0,0,0,1,0,26036,37279,0,0,0,0,1/31/2021,0,0,2468371,16919,290,16629,376735,1270889,418182,0
UP,Baghpat,0,0,0,0,10,52,0,0,0,0,0,0,0,0,0,0,0,0,7829,24151,0,0,0,0,1/31/2021,0,0,1302156,9132,141,8991,327192,692255,337171,0
UP,Bahraich,0,0,0,0,648,1565,0,0,0,0,0,0,0,0,0,0,0,0,54069,106010,0,0,0,0,1/31/2021,0,0,2384239,11549,178,11371,308225,1752196,642554,0
UP,Ballia,0,0,0,0,86,170,0,0,0,0,0,0,0,0,0,0,0,0,29248,48334,0,0,0,0,1/31/2021,0,0,3223642,21610,234,21376,267420,1433455,388341,0
UP,Balrampur,1,0,0,0,747,630,1,1,0,0,0,0,0,1,2,0,0,0,21033,56322,2,0,0,0,1/31/2021,0,0,2149066,7494,138,7354,276237,995084,438892,4
UP,Basti,1,0,0,0,3555,4769,1,0,0,0,0,0,0,0,2,0,0,0,24797,39395,2,0,0,0,1/31/2021,0,0,2461056,11717,330,11385,296570,1189235,399451,3
UP,Bhadohi,0,0,0,0,6,7,0,1,0,0,0,0,0,1,0,0,1,0,15479,20211,0,0,0,0,1/31/2021,0,0,1554203,7720,163,7557,119023,793094,244431,1
UP,Chandauli,0,0,0,0,192,395,0,0,0,0,0,0,0,0,0,0,1,0,19998,31247,0,0,0,0,1/31/2021,0,0,1952713,16208,356,15852,211249,939599,238646,0
UP,Deoria,0,0,0,0,81,167,0,0,0,0,0,0,0,0,0,0,0,0,29495,67895,0,0,0,0,1/31/2021,0,0,3098637,20223,220,20003,304520,1597034,537293,0
UP,Etah,0,0,0,0,475,170,0,0,0,0,0,0,0,0,0,0,0,0,16622,25756,0,0,0,0,1/31/2021,0,0,1761152,9968,99,9868,263295,788675,213371,0
UP,Firozabad,0,0,0,0,5881,3105,0,0,0,0,0,0,0,0,0,0,0,0,66838,47728,0,0,0,0,1/31/2021,0,0,2496761,8720,135,8585,322656,1005224,328351,0
UP,Ghazipur,0,0,0,0,241,524,0,1,0,0,0,0,0,1,0,0,2,0,22615,43797,0,0,0,0,1/31/2021,0,0,3622727,21641,282,21359,265737,1690195,509886,1
UP,Gonda,0,0,0,0,40,1698,0,0,0,0,0,0,0,0,0,0,0,0,22042,51150,0,0,0,0,1/31/2021,0,0,3431386,12282,266,12016,241234,1604382,555773,0
UP,Gorakhpur,0,0,1,0,96,377,0,3,0,0,0,0,0,3,1,0,4,0,33169,69539,1,0,0,0,1/31/2021,0,0,4436275,59439,848,58588,480536,2347051,889085,4
UP,Hathras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16507,25542,0,0,0,0,1/31/2021,0,0,1565678,2920,43,2877,260525,701190,234481,0
UP,Kasganj,0,0,0,0,51,29,0,0,0,0,0,0,0,0,0,0,0,0,8148,13675,0,0,0,0,1/31/2021,0,0,1438156,4250,53,4197,271969,608818,147948,0
UP,Maharajganj,0,0,0,0,53,316,0,1,0,0,0,0,0,1,0,0,0,0,20643,36312,0,0,0,0,1/31/2021,0,0,2665292,12440,140,12300,334716,1283534,372559,1
UP,Mainpuri,0,0,0,0,647,1354,0,0,0,0,0,0,0,0,0,0,0,0,31507,37443,0,0,0,0,1/31/2021,0,0,1847194,10028,182,9846,228496,860461,219990,0
UP,Mau,0,0,0,0,787,453,0,0,0,0,0,0,0,0,1,0,1,0,25202,32390,1,0,0,0,1/31/2021,0,0,2205170,8333,80,8252,281445,1017497,307052,1
UP,Meerut,1,0,0,0,25,79,1,5,0,0,0,0,0,5,13,0,3,0,25100,57600,13,0,0,0,1/31/2021,0,0,3447405,69480,898,68567,798404,1764744,842448,19
UP,Mirzapur,0,0,1,0,787,419,0,0,0,0,0,0,0,0,0,0,1,0,24968,41785,0,0,0,0,1/31/2021,0,0,2494533,11088,116,10972,312764,1335308,462157,0
UP,Sant Kabir Nagar,0,0,0,0,82,202,0,0,0,0,0,0,0,0,0,0,0,0,44511,26920,0,0,0,0,1/31/2021,0,0,1714300,8159,98,8061,292606,799506,195105,0
UP,Shamli,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,12602,16389,0,0,0,0,1/31/2021,0,0,1274815,12976,45,12931,246597,604968,206438,0
UP,Shrawasti,0,0,0,0,37,120,0,0,0,0,0,0,0,0,0,0,0,0,7342,17808,0,0,0,0,1/31/2021,0,0,1114615,4388,35,4353,221566,515155,181654,0
UP,Siddharthnagar,0,0,0,0,250,2209,0,1,0,0,0,0,0,1,0,0,0,0,18746,53973,0,0,0,0,1/31/2021,0,0,2553526,9373,100,9273,295047,1225133,479630,1
UP,Sonbhadra,0,0,0,0,200,157,0,0,0,0,0,0,0,0,0,0,0,0,21438,24430,0,0,0,0,1/31/2021,0,0,1862612,16807,251,16556,306175,812891,236871,0
UP,Sultanpur,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,14962,31247,0,0,0,0,1/31/2021,0,0,3790922,14915,138,14777,309395,1178195,370998,0
UP,Varanasi,0,0,0,0,159,441,0,2,0,0,0,0,0,2,2,0,1,0,38187,55104,2,0,0,0,1/31/2021,0,0,3682194,85501,971,84528,595510,2109381,843905,4
UT,Almora,0,0,0,0,37,416,0,0,0,0,0,0,0,0,7,0,7,0,729,10440,7,0,0,0,1/30/2021,0,0,621927,12190,196,11378,84443,378242,215715,7
UT,Bageshwar,0,0,0,0,75,1286,0,0,0,0,0,0,0,0,1,0,0,0,371,6323,1,0,0,0,1/30/2021,0,0,259840,5764,60,5678,55626,183447,131244,1
UT,Chamoli,0,0,0,0,13,268,0,3,0,0,0,0,0,3,4,0,4,0,822,11652,4,0,0,0,1/30/2021,0,0,391114,12242,62,11972,90390,273850,191420,7
UT,Champawat,1,0,0,0,44,613,1,7,0,0,0,0,0,7,3,0,0,0,754,6007,3,0,0,0,1/30/2021,0,0,259315,7603,53,7358,95068,183354,119870,11
UT,Dehradun,3,0,4,0,308,3611,3,28,0,0,0,0,0,28,30,0,24,0,5963,49795,30,0,0,0,1/30/2021,0,0,1698560,112363,3521,108137,401496,1465464,793803,61
UT,Haridwar,1,0,0,0,224,1907,1,5,0,0,0,0,0,5,10,1,8,0,3960,52191,10,0,0,0,1/30/2021,0,0,1927029,51498,1019,49096,369542,1456257,635360,16
UT,Nainital,0,0,3,0,31,288,0,25,0,0,0,0,0,25,10,0,14,0,2285,16850,10,0,0,0,1/30/2021,0,0,955128,39232,944,38140,204422,722854,398680,35
UT,Pauri Garhwal,0,0,0,0,25,108,0,7,0,0,0,0,0,7,3,0,5,0,2116,14253,3,0,0,0,1/30/2021,0,0,686527,17686,315,16668,138878,431320,229262,10
